Yorum,Label
kardeşim aldı efsane özelikle kamera batarya iddialı,1
1 haftadır kulkanıyorum cihazı gayet memnunumşarjı 2 gün gidiyor bazen fazla olabiliyorkesinlikle tavsiye ediyorum içiniz rahat olsun telefon güzel,1
hepsiexpress le 2 günde geldi kamera görünüm hızı iyi tasarım güzel fiyata iyi alınacak tlf,1
urun bekledigimden iyi cikti cok memnun kaldikekran goruntusu harika ayrica telefon cok sik duruyor dusunmeden alin derim diger urunlere fazla para vermeye gerek yok,1
tam bir fiyat performans cihazı annem aldık gayet memnun şarjı sıradan kullanımlar rahat 2 25 gün gidiyor,1
ürün fiyat kalite olarak değerlendirildiğinde ucuz kalıyor bence kullanışlı kaliteli zaman şarj ettiğinizi unutuyorsunuz tek bir sıkıntı var türk telekom kullanıyorsanız sistemleri cihazı tanımıyor tanımsız imei olduğu internet servis ayarlarını alamıyorsunuz doğal olarak hız problemi yaşıyorsunuz saygılar,1
paraya harika bir telefon bir yakınıma aldım memnunum herkese tavsiye ederim,1
telefon görünüş itibari güzel dün elime geçti 32gb hafıza kartı hediyesiyle geldi,1
hayattaki mottom ihtiyacım var olarak seyrediyor benim yaklaşık 6 7 senelik bir telefondan s3 i9300 telefona geçiş yapmış olumsuz yorum yapabilir bilemiyorum kendimi çağ atlamış hissediyorum başına bir gelmediği sürece uzun yıllar kullanabilirim düşünüyorum klişeleşmiş bir sorunun cevabını vereyim fiyata diğer markalar değil öyle fotoğraf çeken değilim fakat çektiğim fotoğrafların altında captured by çinçançon yazması hoşuma gitmiyor kendi içerisinde gelen uygulamalarda zap çıkıveren yine dediğini anlayamadığım çinçançon reklamları hoşuma gitmiyor olası şebeke sorunları stabil olmayan güncellemeler keza şekilde yüzden akarı kokarı olmayan bir samsung zaman işimi görecektir ekranı tft alınmaz demişler iyi işte amoled yanığı belasından uzak bir ekran olmuş ayrıca 50 parlaklık ayarı gece gözümü bayağı rahatsız edebiliyor renkler öyle cansız soluk değil mi kötü yanı yok var sayesinde 2 yeni derdim oldu ilki şarj kablosu kısa ikincisi uygulamaların henüz tam ekran güncelleme getirmemiş olması oyunlar özellikle youtube videoları tam olarak ekrana yayılamıyor sonuç olarak benden 910 luk bir puanı hak ediyor,1
telefonun kasası ekran gövde oranı akıcılığı gerçekten mükemmel premium bir telefon kullanıyormuşsunuz hissiyatı var ayrıca ekranı cok büyük olacak endişe duyuyordum tam ele oturuyor tavsiye ederim,1
gerçekten beğendim 2 gündür kullanıyorum buradan almadım kargo burada yavaş geç teslim ediyorlar kamerası kullanım kolaylığı mükemmel,1
iyi telefon herkeze tavsiye ederim,1
tam bir fp ürünü tavsiye ederim,1
telefondan durup dururken kendinden pahalı telefonlarla kıyaslayıp puan kırmaya gerek yok gayet güzel bir telefon bende 2 haftaya yakın araştırıp aldım p smart 2019 tereddütde kalmıştım doğru seçim yaptığıma inanıyorum açıdan iyi puanladıracak olursak pil 55 hız 45 ekran 45 tasarım 55 depolama 45 kamera 45,1
1 aydır kullanıyorum diğer yorumları boşverin fiyata mükemmel bir alet şarjı inanılmaz gidiyor 25 gün aktif kullanımda hala bitmemiş oluyor pubg oynuyorum orta grafik ayarlarında sorunsuz ısınmasız oynayabiliyorum günlük fazla bir şeyler twitterda diğer blog sitelerinde internet üzerinde şarj performans sorunu yok kamerası orta ayar mükemmel fotoğraflar çekmiyor instagram manyağı değilseniz sizi gayet idare eder ekranı ips olmadığı eleştirenlere filan bakayın ips bir ekranla yanyana koysanız farkı anlayamazlar millet anca konuşuyor boş konuşuyor israf etmeye lüzum gayet yeterli 3 yıl değiştirmeden kullanabileceğim bir telefon para vermek isteyen almasın kötülemesin onlar kar odaklı dünyanın birer kölelerine dönüşmüşler,1
gayet güzel bir ürün fiyatı makul samsung nihayet başarılı bir ürün piyasaya sürmüştür,1
güzel ürün batarya ömrü gayet iyi normal kullanımda 1 5 gün gidiyor zorlarsanız 2 güne çıkabilir ekran parlaklığı vb ayarların düşürülmesi beraber şirket telefonu olarak gayet kullanışlı mail kullanımı gayet iyi geniş ekran ayrıca avantaj sağlıyor,1
ürünü alalı bir hafda oldu memnunum herkese tavsiye ederim,1
fiyatına göre şarjı performansı güzel hediye teşekkürler,1
cihaz gerçekten mükemmel ben ön siparişe özel aldım yanında samsung hızlı 32 gb hafıza kartını hediye verdi bide 1 yıllık digitürk hediyesi verdi ilk 1000 kişiye özel cihaza gelirsek adamlar 5000 mah batarya koymuşlar olsun bana tam 2 gün yetiyor instagram facebook internet gezinme arada pubg oyunu oynuyorum hızı mükemmel arayüz geçişleri hızlı baya takılma yok ses çıkışınıda begendim ortanın üstünde kamerası gündüz yok iyi çekimler yapıyor dokunmatik hassasiyeti iyi arkadaşlar bence benim kullanan kişilere orta seviyede yeter diyorum öyle para verip lüks telefonlar almaya degmez diyorum tavsiye ederim pişman olmazsınız,1
telefonu ön sipariş zamanında satın aldım samsung türkiye hepsiburada mükemmel iş birliği teşekkürler ürün mart ayının ilk haftası belirtilen sürede teslim edildi hediye olarak 32gb hafıza kartı geldi küçük hediye bile memnun etti beni 1 aydır telefonu kullanmaktayım şuana kadar ufak bir sorun sıkıntı yaşamadım pili iyi 2 gün rahat gidiyor performansı iyi ufak kasma donma yok fiyatı iyi fiyata emsali yok ayrıca samsung marka olması 1 tercih yapıyor almayı dusunupte karar veremeyenlere düşünmeden alın derim inanın memnun kalacaksınız,1
telefonu 10 gündür kullanıyorum günlük ihtiyaçlarınızı fazlasıyla karşılayacak bir telefon kamerası ekranı bataryası hızı vb özellikleri gayet iyi,1
hepsiburda samsung türkiye ilgilendigi teşkkürler samsung m20 cep telefonu şuan kullanıyorum boyut görünüm ses hızlı tepki süresi mükemmmel tavsiye ederim rahatlıkla alınız hediye edin,1
ekranı ideal hafıza kartı 32 gb hediyesi 64 gb depolama alanı gayet iyi kamerayı henüz test edemedim teşekkürler hb,1
ürün ilgili fark gözönünde bulundurmanız gereken pilinin 5000 mah olmasıdır ürün gerçekten diğer özellikleri orta segment bir fiyatperformans ürünüdür kesinlikle alınır üzmez,1
urunden memnunum şarj konusunda tatmin ediyorakıcılık olsun uygulamalar arasindaki gecis hizlari olsun onemlisi donma olmamasi benim beklentilerimi karsiliyoreger yonlerini karsilastirirsak şöyle bir tablo ortaya çıkar 5000mah pili kullanim kolayligi ses kalitesi goruntu kalitesielestirilere rağmen gayet tatmin edici canlı ekran boyutu kasa kalinligi plastik kasa kameragenis acili haric guncelleme iyileştirme gerekli ekranin kasadan ayriymis durmasi,1
denemeden anlayamazınız alın kaliteyi keşfedin ben aldım 1 gün sonra bana ulaştı hata 2 tane aldım kardeşime kendime şık tasarlanmış hafıza kartı takılabilmesi hediyesi gerçekten iyi ben sevdim kamerasıda güsel çekimlerde,1
koyu gri aldım gayet güzel,1
cok guzel bir telefon fiyata kalite sıklık tasarrim bulunmaz bence düşünmeden alinacak bir cihaz,1
fiyata performanssarjı orta kullanımla 2 gün rahatca gidiyorbu fiyat aralığında alınabilecek iyi telefon,1
ön siparişle aldık yinede hızlı geldi telefon güzel,1
gayet iyi,1
10 gündür kullanıyorum kesinlikle tavsiye ederim kötü yorum yapılacak neredeyse hiçbir yönü yok batarya normal kullanımda 2 gün gidiyor ekran harika kamerası güzel ayrıca hızlı fiyata çin malı telefonlardan kat kat iyi,1
fiyata son teknoloji bir telefon fiyatına göre başarılı bir telefon telefonun ekran renkleri iyi dokunmatiği iyi,1
cihazı baya bir araştırdımönceden samsung c5 im vardı şarj sıkıntısı çekmiştim telefon iyiydisonra j7 max ım oldu şarj fena değil 15 gün gidiyordu kabaydı biraz cihaz ekran geniş olmasına rağmen kasa olmayınca küçük ebattaşarjı 2 günü rahat atlatıp 3günü zorluyor olay iyiekran güzel tft aklına takılmasın sakın ekran çözünürlüğü yüksek çünkü32gb dahili 33gb kartın gelmesi iyi3 gb ram yeterliparmak izi okuyucu yüz tanıma sistemi hızlıbildirim ışık özelliği yok benim önemi yoktufiyat hepsiburadaya teşekkürler,1
ürünü tereddüt etmeden alabilirsiniz pil yoğun kullanımda 2 gün gidiyor ekran gerçekten canlı parlak performansı günlük işler yeterli kamerası gündüz çekimleri iyi fiyata böyle bir ürün bulmak imkansız,1
fiyatına göre oldukça iyiyoğun kullanmama rağmen pili 1 günden fazla gidiyoroyun kalitesi olsun akıcılığı olsun gayet güzeliçinden çıkan kulaklık orta seviyede iyi bir kulaklığınız varsa dolby atmos desteği oldukça güzel müzik dinleme deneyimi sunuyortavsiye ederim,1
ürün fiyatperformans açısından iyi malzeme kalitesi iyi bataryası 5000 mah iyi fiyatına göre samsung modellerinde ilk tercih edilir,1
kesinlikle parasını hakeden bir telefon çıktıaferim samsung sanabu arada hepsiburadacom a ayrıyetten tesekkurler,1
s7 edgeden telefona geçen olarak tam bir fiyatperformans telefonu fiyatına göre şahane hele bataryası muazzam gayet elimden düşürmeden 30 saatin sonunda 20 şarjdaydı s7 edgeden kötü olan özellikleri 1 tık ekranı 1 tık menü geçişlerinin akıcılığı s7de özellikler iyi telefonda kötü demek değil gayet başarılı benim devamlı şarj etmektem bıkmış sosyal medya mecraları dışında nadir kullanıyorsanız düşünmeyin alın,1
telefon burada farkıyla piyasa fiyatının altında 32 gb hafıza kartı hediyesiyle dahada bi hoş olmuş hepsiburada sayesinde ucuza estetik şık performans olarakta gayet iyi bir telefon sahibi oldum yorumlardaki olumsuz yazan arkadaşları fiyata özellikte bir telefon alabilirler şaşkınlık duyuyorum,1
paketleme üründe güzelteşekkr,1
bence fiyat performans hb güvencesiyle harika,1
telefon gayet iyi güzel hızı iyi fiyatı cazip ayrıca yedek 32 gb hediye hafıza kartı var eh olsun,1
hepsiexpress kargo hızlı bir günde teslim edildi telefonsamsung telefonu iyi paketlemiş telefonun kutusunu kalın balonlu poşete sarıp ekstra bir kutuya koymuş kuru içinde telefon sallanmıyordu gayet sağlamdı fatura e fatura olarak samsung tarafından mailime yollandı telefon sıfır açılmamış jelatinli geldi telefonda zaten bir sorun yokayrıca microsd içinde samsung a teşekkür ederim,1
ürün güzel uzun kullanımda gayet iyi tatmin edici,1
fp ürünü ekran büyüklüğü netliği kamerası bataryası fiyatına göre iyi,1
ürün fiyat performans cihazıdır alınabilir,1
şiddetle tavsiye ederim,1
hakkını veren cihaz tavsiye ederim,1
telefonu annem satın aldım bana göre aldığım fiyata göre piyasadaki güzel ekonomik telefon muadili olan huawei p smart 2019 a göre ekonomik bir fiyata satın aldım hepsiburada samsung işbirliğine teşekkürler,1
telefonu babam aldım muadili olan huawei p smart 2019 dan fiyat olarak uyguna geldi kamerası ekranı diğer özellikleri bana göre iyi tabiki fiyatta olan m20 den 5 10 bin tl lik telefon performansı beklemiyorsanız,1
telefon gayet güzel hediye teşekkürler,1
alınacak bir telefon var telefon birçok işinizi görecektir kaçırmayın derim,1
malzemesi plastik filan yazmışlarsa çinli yapıp fiyattan satıyorfiyat olarak muadillerine göre aynı özelliklerdepili iyi ekranı kaliteli benim apolet sevmeyenler birebiroyun oynamadan 12 saat ekran süresi varrakibi olarak honor 10 lite la bunun arasında kaldımxiomi mideleri kıyaslamıyorum güveniyorsa gelsin ülkemize giriş yapsın,1
urunu 2 haftadir kullaniyorum pil oyun performansi bekledigimden cok iyi fiyatina gore mukemmel telefon esimede aldim hizli kargo icin tesekkurler,1
hepsiburada samsung türkiye işbirliği mükemmel avantajlı bir kampanya olmuş telefondan memnun kaldım güncel tasarım telefona fiyat avantajı sahip oldum telefonu kesinlikle tavsiye ediyorum,1
samsung un yeni fiyatperformans cihazı ürün gayet güzel yeni tasarım kamera gayet başarılı özellikle pil 5 bin mah güzel bir telefon çinliler telefondan korksun,1
ilk samsung deneyimim oldu telefonda cihazı hepsiburada üzerinden satın aldım cihaz ekranı olsun ekran tasarımı şarj olsun kamerası olsun hoşumuza gitti rahat 15 gün şarjı gidiyor ürünü almadan olumsuz yorum yapanlara aldırmayın cihaz güzel orta segmentte alınabilecek iyi cihazı uygun fiyata ayarlamış samsung teşekkürler samsung teşekkürler hepsiburada,1
note 5 kullanıcısıydım 4 yıldır m20 ye gectim 2 gündür kullanıyorum akıcı kamerası yeterli güzellikte fiyata kesinlikle alınabilecek bir telefon başka markalarda guzel ozellıklı telefon bulabılırsınız fakat samsung kalıtesını kesınlıkle alamazsınız,1
samsung galaxy m20 hepsiburada sayesinde tam bir fiyat performans ürünü oldu benim telefonu hepsiburadadaki indirim hediye çeki kampanyasıkredi kartı kampanyası sayesinde uygun fiyata alabildimgenel itibariyle güzel bir telefon fiyata bir telefondan alabileceklerinizin telefonda mümkünbataryası sizi mutlu edecek emin olunkısacası tavsiye ederim kılıf aksesuar vs yine buradan uygun fiyata bulabilir alabilirsiniz,1
samsung un alt sekmene piyasayı xiaominin elinden almaya çalılmasının ilk örneklerinden 3 haftadır kullanıyorum gerek samsung arayüzü gerek işlemci performansı bakımdan mükemmel bir telefon 32 gb ın 30 unu doldurur somra pubg oynamaya çalışırsanız bikaç kasma olduğunu görebilirsiniz telefonda çerçöp biriktirmiyorsanız telefonun ele oturuşu tasarımının mükemmelliği bir yana 3 gb ram olağanüstü bir performansı var olsa samsung,1
ürün ekranı pil ömrüyle müthiş bir telefon olumsuz yorumlara bakmayın gönül rahatlığıyla alabilirsiniz,1
full komple ekran olmasi ekranin samsung parlakliginda kalitesinde olmasi cok hosuma gittitebrik ederim gercekten fiyat performans telefonu olmusantutu puani iyi zaten batarya zaten bildiginiz 5000 mah olmasi baya baya iyiher yonuyle samsung telefonda olmasi gereken ozellik fiyatta diyebilirim,1
fp olarak verimli bir telefon,1
samsung türkiye distiribütörü mütiş çalışıyor hediye çekleri hediyeler yeni telefonda yanında cabası diyelim başarılarınızın devamı,1
başka telefonlara bakmayın harika bi telefon 32 gb hediyesi geldibildirim ışığı yok yada ben bulamadım ta önemli değil zaten,1
fiyata alınabilecek fiyat performans oranı yüksek batarya kamerası gerçekten başarılı,1
hediye çeki kampanyası aldım artık sepette indirim cip para olunca oldukça ucuza denk geldi batarya performansı güzel note 5 kullanıyordum günde iki sarjla kapatıyordum günü bununla neredeyse 2 günde bir şarj ediyorum özelliği almıştım haklı cikartti,1
telefon iyi mi kötü tartışılabilir fiyata bundan iyisi zor 10 gündür kullanıyorum migrostan 64 gb hafıza 4 gb ram olan modelinden aldım hız batarya vs iyi tek eksik plastik kasa fiyata olsun alüminyum kasa olsa idi 3500 liradan satsalar kimse bişi diyemezdi ayrıca telefon tamamen xiaomi huaweiye karşı satış yapılması amacıyla üretilmiş bir telefon açıdan rakip firmalara teşekkür ediyoruz batarya ilk aldığımda sürekli aplikasyon yükledim kurcaladım tam 2 gün gitti oyun oynayan değilim normalde 2 günden fazla gidecek duruyor alın düşünmeyin memnun kalıcaksınız,1
telefon bugün geldi kargo 1 gün erken geldi telefon şahane saat 12 şarj yüzde 50 idi saat 9 a kadar yüzde 11 oldu kadar oynadım süper bir telefon fiyat perfonmans ürünü,1
telefonu samsung kendi mağazasından aldım fiyat aralığında guzel telefon oyun oynamam günlük işler fazla bile batarya güzel ara popüler markalarin fiyatlara iyi telefonları var guncelleme sorunları ithalatçı garanti eksikligi yüzünden bunda karar kıldım resimdekinden cok yakisikli bir telefon gören soruyor markasini,1
telefon fiyatına göre iyi gönül rahatlığıyla alabilirsiniz teşekkürler,1
iyi güzel hos telefon,1
telefondan büyük beklentileri olmayanlar uygun fiyatlı donanımsal olarak iyi bir telefon 32 gb hediye hafıza kartı satıcıya ayrıca teşekkür ederim,1
ekran büyüklüğü netliği kamerası bataryası fiyatına göre iyi bataryayla ilgili abartılacak bir yok tamam 5000mah iphone 6s şarj ediyorduysam buda aynı şekilde günde 2 kere fiyat açısından mükemmel fiyata özellikler muhteşem,1
ürün 2 günde elimize ulaştı yanında gönderilen 32gb hafıza kartı ayrıyetten memnun etti 5000 mah batarya yoğun kullanımda 1 5 günü normal kullanımda 2 günü rahat çıkarıyor günlük kullanım ideal 250 lira indirim 250 lira hediye çeki hesaplı oldu,1
ürün fiyatperformans açısından iyi malzeme kalitesi iyi bataryası 5000 mah iyi ekran gövde oranı maksimum 32 gb hafiza kartı hediye gönderildi olsun tşk,1
teşekkürler güzel telefon muadillerine göre ucuzu,1
bir haftadır kullanıyorum full ekran 5000 mah batarya hoş ekran amoled değil kötü bi ekranı yok,1
ben kampanya aldım beya düşük fiyata geldi bana ekran güzel pil iyi gidiyor performans güzel tasarımda güzel aklınızda bor şüpe kalmasın bode samsung türkiye hediye 32 gb hafıza kartı yollamış ayrıyeten onun içinde teşekür ederim,1
telefonu ön siparişle aldim yaklaşık 2 haftadır kullanıyorum gayet memnunum özelikle şarj durumu iyi standart kullanımlar gayet mantıklı bi model tavsiyemdir,1
ben samsung un bir serisini kullandım s 2 den başlayıp note 8 e kadar cihazı fiyatına göre gayet yeterli buldum alacak arkadaşlar gönül rahatlığı alabilirler,1
fiyata son teknoloji bir telefon olsun tabiki iyi model telefonlar var piyasada fiyatına göre başarılı bir telefon telefonun ekran renkleri canlı dokunmatiği hassas akıcı aşırı oyun oynamıyorsanız sizi kesinlikle yarı yolda bırakmıyacak bir telefon,1
arkadaşlar telfon fiyatına göre başarılı pili masallah diyelim iyi,1
on numara 5 yıldız,1
güzel telefon,1
telefonu on siparişle alanlardanım hediye çeki özel indirimiyle harika fiyatlara geldi ekran güzel çentik yakışmış batarya efsane zaten uygulama hızı güzel herhangi bir donma kasma bir şikâyetim yok samsung un fiyat aralığındaki amiral gemisi budur bence cihaz diğer telefonları katlayıp çöpe attı tabıkı samsung kalitesi,1
ön sipariş vererek aldım cihazı teslim tarihinden önce geçti elime hızlı stabil cihaz ram yeterli kamera yeterli ekran canlı parlak fiyat uygun ayrıca hediye çeki kampanyasıda süperdi teşekkürler hepsiburada ailesi,1
samsung m20 alalı 1 ay oldu kullanıyorum batarya şarj bakımından harıka ıslemcı sı gayet hızlı cok memnunum ıyıkı m20 aılesıne katıldım dıyorum alan arkadaşlara şiddetle tavsiye ederim alan memnun almayan bin pişman hayırlı cumalar,1
fiyat performans olarak gayet iyi telefon bataryası iyi ürünü hepsiburada üzerinden aldık 1 günde ürün tarafımıza teslimoldu kesinlikle düşünmeden alın iyi telefon,1
ürün oldukça başarılı herkese tavsıye edıyorum fıyata iyisi,1
batarya ekran harika beğendim herkese tavsiye ederim,1
arkadaş telefon bir asgari ucretlenin maaşı kadar bazilari diyorki fiyatina gore iyi kadar para verelim telefona ev parasi mi verelim neyse telefona gelirsek hayatimda ilk bir telefonu kadar cok begendim alana hayirli olsun,1
babama hediye olarak aldım oldukça beğendi ekranı büyük olması benim yeterliydi hepsiburadaya özel olarak teşekkür ederim,1
olumsuz gorusler olmasina ragmen satin almaya karar verdim telefon eline geçinceye kadar şüphelerim devam etti ihtiyaci karsilar nitelikte bir cihaz ozellikle tasarim kullanim suresi kamera gayet tatmin edici samsung türkiye garantili olmasi ayrica bir artısı kisacasi tavsiye ederim nihayetinde bir amiral gemisi cihaz almiyorsunuz urun segmentinde fiyatiyla kabul görecek bir cihaz elbette hepsiburada teşekkürler,1
cihaz gercekten paraya alip alabileceginiz güzel cihazdir5000 mah batarya muhtesem tasarim rakama olsun dostlar,1
samsung m20 cok hızlı ince kibar gayet kullanıslı cok fonksiyonel,1
ürünü hepsiburada üzerinden satın aldım yaklaşık 10 gündür kullanıyorum küçük ekranlı telefon kullanmaya alışmış birisi olarak ilk elime aldığımda telefon gözümde kullanılabilir miyim havası vermişti fakat kullanıp rahatlığının farkına vardıkça batarya kapasitesinin verimli olduğunu gördükçe yüz tanıma parmak izi taramasının hızı fonksiyonelliğinin artılarını tattıkça samsung kalitesini fiyata kesinlikle iyi almışım diyorum emsallerine göre fiyatı uygun tavsiye ediyorum almak isteyenlere,1
tasarımı görünümü harika bataryası ideal kamerası iyi fiyata sakın kaçırmayın elinize aldığınız zaman anlayacaksınız demek istediğimi kampanyası bitmeden hepsiburadadan alın,1
hepsiburada olmasa ön siparişle kesin almazdım iyi varsın hepsiburada sayende özellikte telefona fiyata sahip oldum kamera iyi batarya desen fazla fazla halen kararsız kalanlar varsa alın pişman olmazsınız mutlaka hepsiburadadan alın,1
ön siparişle aldığım telefonla ilgili tereddütlerim vardı şuan iyiki almışım diyorum özellikle bataryası iyi hatta alacaklara tavsiyem kesinlikle hepsiburadadan alın indirim hediye çeki hepsiburadaya teşekkür ediyorum bunlar olmasaydı arkasında hepsiburada var yine alınır başka yerden kıyaslama yapmanıza gerek yok ben tekrar almayı düşünüyorum,1
telefon fiyat performans açısından emsallerinin ötesinde pil gücü ekran görüntüsü kamera çekim açısı gerçekten iyi hepsiburadanın hediye çeki kampanyası çabası teşekkürler hepsiburada,1
ürünün fiyatı performans özellikleri bazında düşünülürse gayet iyi çift kameraya sahip olması yüz algılaması batarya kullanım süresi gayet iyi tasarımı kullanım açısından başarılı bence,1
tek kelime söyleyeceğim iyi bir cihazgüvenle alabilirsiniz,1
hepsiburada iyi kampanya yaptı uygun fiyata aldım yeni telefonu ucuz fiyata almak güzel oldu gecikmeden dolayı sd kart hediyesi hoştubenim tek eksi yönü nfc si olmaması keşke olsa,1
kesinlikle tavsiye ederim ürün fiyatına muadil diğer markalara göre iyi özellikle bataryası hepsiburadanın kampanyasıyla uygun fiyata geldi sadece uzun yıllar a serisi kullanmış birisi olarak m20nin kasası iyi olabilirdi almaktan vazgeçirecek bir durum değil teşekkürler hb,1
orta alt segment ideal pil performansı güzel fotoğtaftan şık görünüyor fiyat bandında iyi bir seçenek,1
telefon piyasa fiyatının altına gelmiş oldu hepsiburada sayesindetelefon estetik olarak zaten anlatmaya gerek yok şık performans olarakta gayet iyi alan kişiyi üzmezbu fiyata alınabilecek güzel telefonlardan tavsiye ederim,1
lafı dolandırmadan telefon iyi,1
telefon gerçekten fiyatına göre alınacak mükemmel telefon diyebirim iphone 6s ten geçtim telefona gerçekten mükemmel telefon herkeze tavsiye ederimhepsi buradaya teşekkürler,1
cihaz fiyatına göre yeterli özelliklere sahip bana göre tek eksi yönü bildirim ışığı olmaması bunun haricinde 2 gün batarya ömrü toplamda 10 saat ekran süresi uzun bekleme süresi stabil çalışması akıcı kullanım deneyimi yaşatıyor samsung sefer yapmış sanırım dedirten bir cihaz kasanın plastik olması bir şekilde olumsuzluk yaşatmıyor elde tutuş yönünden sorun yok tavsiye ederim ram işlemci günlük kullanım fazlasıyla yeterli kamerası ortalama seviylerde işinizi görür hafıza yeterli gelmediği noktalarda hafıza kartı desteklenirse sorun yaşamazsınız,1
ürünün fiyat performans göz önüne alındığında müthiş malzeme kalitesi iyi ayrıca bataryası diğer yakın ürünlere göre fazla gidiyor tavsiye ederim,1
telefonu hepsiburada uzerinden aldim indirim hediye ceki kampanyasi fiyat cok uyguna geldi yaninda sd kart orjinal kulaklik gonderiliyor beklentilerimin ustunde cikti ekran batarya cok iyi 1 tane alacagim tavsiye ederim,1
performans batarya ömrü kusursuz fiyatı makul hepsiburada farkı,1
ürüne piyasa fiyatının altında sahip oldum teşekkürler hepsiburada,1
ürünü test ettikten sonra kadar doğru bir karar verdiğimi anladım,1
ürünü beğendim özellikle batarya ömrü mükemmel,1
denemeden anlayamazınız alın kaliteyi keşfedin,1
böylesine kaliteli bir ürünü hepsiburada farkıyla satın aldığım mutluyum,1
batarya konusunda emsalsiz ayrıca performansı fiyatına göre harika tavsiye ediyorum,1
performansı batarya ömrü tercih ettim kesinlikle doğru tercih m20,1
kadar uygun bir fiyata hepsiburada farkıyla sahip olduğum şanslıyım,1
samsung kesinlikle güzel iş çıkarmış macera aramayın telefonu deneyin,1
fiyatını hakeden harika bir telefon pişman olmazsınız,1
ürünü kullanınca kadar doğru bir tercih yaptığımı anladım şiddetle tavsiye ediyorum,1
fiyat performans canavarı cihaz amoled ekran olmaması can sıkmıyor,1
fiyatını performansını değerlendirdiğinizde iyi bir telefon olmadığını anlıyorsunuz,1
ürün gerçekten başarılı,1
samsung m20 arkadaşım hepsiburadadan sipariş verdimcihaz gerek fiziksel görüntü gerekse donanım açısından fiyatına göre başarılı bir ürünalacal olanlara şiddetle tavsiye ediyorum,1
ön sipariş vererek anneme almış olduğum telefon yaklaşık bir hafta önce elime ulaştı ürün görüntü olarak gerçekten süper özellikleri fiyatına göre iyi kamera performansı gayet başarılı fiyat bir miktar düşmüş anda almanın tam zamanı,1
telefon sayesinde son yıllardaki akıllı telefonların büyük sıkıntısı olan şarj sorunu çözülmüş oldu fiyata kalite fırsat olarak bir zor ele geçer özellikle hepsiburadanın hediye çekleri ekstra kazanç oldu sayede telefon ucuza gelmiş oldu teşekkürler samsung teşekkürler hepsiburada,1
telefonu yaklaşık 10 gündür kullanıyorum bataryası ekran boyutu geniş açılı kamerası telefonun başarılı yanları ekran paneli güzel dizi film video izlendi gayet keyifli telefonun kasası plastik olmasina rağmen gayet kaliteli kılıf ekran koruyucu kullanılmasında fayda var telefonu kullanan olarak gönül rahatlığıyla oneriyorum fiyat aralığında iyisi yok,1
başka siteden aldım keşke buradan alaydım 200 tl ucuz kaçırmayın,1
kalite pil olarak başarılı ben memnun kaldım ekran kasadan biraz dışarıda düştüğü anda kırılma ihtimali yüksek ben oyun oynamıyorum müzik video seyrederimgun boyu bluetooth veri açık sabah 6 sarjdan cekiyorum aksam 7 eve geldiğimde şarj yüzde 60 oluyor biraz tutumlu olsam 75 i görecem galiba sonuç olarak fiyatına göre iyi,1
ben aldım memnunum alacak kişilerede öneririmsamsung markası zaten kalitelidirekran olarak pil olarak işlemci olarak güzelekran kasa oranı muhteşemses olarak sizi mutlu ederkarşı tarafa giden ses gelen ses güzeltavsiye ediyorum,1
kampanya döneminde aldımfiyat performans olarak cazip geldiiyikide almışımöncelikle buradaya sonra samsung türkiyeye teşekkür ediyorum,1
şarjı iyi gidiyor fiyata güzel,1
teşekkürler güzel ürün,1
fiyata telefon yok,1
güzel bir telefon,1
aldıktan sonra fiyat 200 tl düştü açıkçası sinirlendim telefon iyi,1
fiyatı kıyaslandığında ekran kalitesi parmak izi okuma açılma kapanma hızları işlemci performansı üst düzey batarya performansı tartışılmaz bir günde bitirmek neredeyse imkansız orta sınıf fiyatına üst düzey cihaz yapmışlar mükemmel,1
hepsiburada kampanyası uyguna aldık batarya ekran iyi diğer özellikler güzel olduğu belli bir marka azından 32 gb hafıza kartı hediyeli olarak geldi tavsiye ediyorum,1
ürün gayet iyi orta seviye telefonların iyilerinden,1
alalı bir hafta oldu müthiş gerçekten orta segmentin iyisi burada yada teşekkürler faturası gelmedi,1
ürün fiyat performans ürünü şarjı iyi gidiyor kalitesini beğendim yakın zamanda anneme almayı düşünüyoruz,1
telefonum 4 martta elime ulaştı vaat edilen tarih 7 martti erken gönderim hediye 32 gb hafıza kartı samsung türkiye ye teşekkür ederim telefona gelecek olursak bataryası iyi gidiyor gün içi full kullanımla iki günde bir şarj ediyorum kamerası olsun telefonun estetik duruşu olsun bence fiyatına göre iyi tam bir fiyat performans ürünü olmuş alacak olanlar gönül rahatlığıyla alabilirler,1
telefonu 05032019 tarihinde elime geçti fiyata üzelikler güzel üzelikle 5000 mah batarya iyi üzerinde 32 gb dahili hafıza kartı üzerinde memnunum,1
memnunum fiyata inanılmaz bir telefon almissim pili uzun gidiyor ekranı harika,1
özellikleri yeterli seviyede oyun kullanmıyorum bataryası iyi telin zor çektiği yerlerde sürekli kullanımda 24 saat yetiyor çeken yerlerde 15 gün gidiyor ekran tasarım güzel,1
telefon harika tavsiye ederim,1
merhaba ürün tam bir fiyatperformans canavarı bataryası günlük kullanım fazlası yeterli,1
samsung galaxy m20 32 gb ilk bakışta alışverişten karlı çıgtınız düşüncesi veriyor fiyatını hakediyor samsung konuda doğru ürün piyasaya sürdüğünü düşünüyorum,1
